student_id,age,gender,course,year,daily_study_hours,daily_sleep_hours,screen_time_hours,stress_level,anxiety_score,depression_score,academic_pressure_score,financial_stress_score,social_support_score,physical_activity_hours,sleep_quality,attendance_percentage,cgpa,internet_quality,burnout_level
STU01503,19,Female,ECE,3rd Year,5.9,6.6,8.8,High,7,4,9,8,5,1.2,Poor,73.1,7.52,Poor,Medium
STU01504,20,Female,Cyber,4th Year,6.4,6.9,6.3,Medium,4,4,5,7,4,2.4,Good,61.8,7.25,Average,Low
STU01505,22,Male,CSE,3rd Year,1.2,7.5,6.8,Medium,8,4,6,2,6,1.6,Poor,81.1,7.33,Good,Medium
STU01506,19,Male,AIML,1st Year,5.6,7.5,6.5,Medium,6,6,4,4,4,2.0,Poor,81.2,7.57,Average,Medium
STU01507,25,Female,AIML,4th Year,5.8,7.0,5.2,Low,4,4,4,3,7,1.5,Average,83.2,8.09,Average,Medium
STU01508,21,Female,CSE,1st Year,5.0,7.0,4.3,Low,1,2,4,1,9,2.5,Average,82.1,9.11,Average,Low
STU01509,24,Male,AIDS,3rd Year,4.1,8.8,3.3,Low,4,2,4,4,8,1.9,Good,78.5,8.56,Good,Low
STU01510,23,Female,AIML,3rd Year,7.5,6.7,5.9,Medium,7,7,5,7,7,2.1,Average,82.7,7.67,Good,Low
STU01511,20,Male,ECE,4th Year,7.6,7.5,6.6,Medium,7,4,7,4,6,1.8,Average,72.6,8.78,Average,Medium
STU01512,19,Male,Cyber,1st Year,4.7,6.3,5.7,High,9,6,10,10,2,0.5,Poor,82.8,7.52,Average,High
STU01513,23,Male,AIDS,1st Year,4.5,9.0,4.7,Low,1,2,2,3,8,2.0,Good,87.5,8.7,Average,Low
STU01514,20,Male,CSE,3rd Year,6.2,6.4,3.8,Medium,4,3,6,1,6,2.2,Poor,70.9,7.52,Good,Medium
STU01515,19,Male,CSE,1st Year,7.2,6.2,4.1,Low,5,3,5,1,8,2.2,Average,85.0,7.91,Average,Low
STU01516,25,Female,AIML,2nd Year,3.7,7.1,6.9,Medium,6,3,10,4,6,1.9,Poor,81.7,8.2,Average,High
STU01517,21,Male,Cyber,3rd Year,3.0,6.1,5.3,Low,6,3,3,6,8,1.7,Poor,97.3,7.64,Good,Low
STU01518,18,Male,AIML,3rd Year,5.4,7.1,4.5,Medium,6,3,5,8,9,2.5,Average,91.4,8.18,Poor,Medium
STU01519,21,Female,AIDS,1st Year,2.6,9.0,3.5,High,2,4,2,7,8,1.6,Good,81.2,8.45,Average,Medium
STU01520,21,Male,AIML,2nd Year,1.6,4.9,5.9,High,8,9,7,7,5,0.5,Good,91.2,7.14,Poor,High
STU01521,24,Male,CSE,4th Year,3.5,7.3,2.7,Low,6,4,7,4,6,1.4,Poor,71.6,6.81,Good,Medium
STU01522,23,Female,AIML,2nd Year,5.6,8.3,3.6,Low,6,2,5,1,5,2.4,Average,85.2,8.66,Average,Low
STU01523,19,Male,AIDS,1st Year,7.7,6.9,3.3,Medium,8,6,7,4,4,1.0,Average,89.2,9.77,Good,Medium
STU01524,19,Female,AIDS,1st Year,4.0,5.3,6.2,High,7,5,7,7,5,0.3,Average,88.6,7.87,Average,High
STU01525,22,Female,AIDS,2nd Year,4.5,7.1,5.7,Low,5,2,2,6,6,0.9,Good,100.0,8.71,Poor,Medium
STU01526,18,Male,Cyber,4th Year,5.1,6.5,5.1,Low,6,3,4,8,6,2.2,Poor,96.0,7.81,Good,Medium
STU01527,20,Female,AIDS,2nd Year,4.1,6.2,5.7,High,7,6,8,6,4,0.3,Poor,75.3,8.27,Good,High
STU01528,19,Female,ECE,1st Year,3.7,6.5,4.3,Low,5,4,5,8,5,1.8,Average,86.3,7.67,Good,Low
STU01529,18,Female,AIML,2nd Year,5.8,6.0,4.8,Low,6,4,6,3,6,1.1,Average,80.8,8.4,Good,Low
STU01530,25,Female,Cyber,1st Year,2.9,7.0,8.2,High,7,4,8,10,6,0.9,Average,74.5,7.96,Average,Medium
STU01531,18,Female,AIDS,2nd Year,3.6,8.2,5.3,Low,5,6,5,6,5,1.0,Average,81.2,8.2,Good,Low
STU01532,18,Female,AIML,4th Year,4.5,7.3,5.1,Medium,5,4,7,7,8,1.7,Average,97.9,8.48,Poor,High
STU01533,25,Female,ECE,3rd Year,5.8,7.6,3.2,High,9,7,7,8,6,0.8,Average,83.4,8.05,Average,High
STU01534,19,Male,Cyber,1st Year,2.6,7.6,4.7,Medium,6,3,9,6,2,1.1,Poor,93.2,7.74,Good,Medium
STU01535,24,Female,Cyber,2nd Year,5.0,5.7,6.1,High,7,8,9,9,5,1.3,Average,68.5,8.01,Good,High
STU01536,18,Female,CSE,1st Year,2.4,7.7,3.5,Low,4,2,2,5,7,2.3,Good,84.3,7.75,Average,Low
STU01537,19,Female,ECE,1st Year,4.1,5.7,6.5,High,9,9,9,4,3,1.6,Poor,79.4,7.35,Poor,Medium
STU01538,18,Male,AIDS,3rd Year,6.3,5.7,5.0,Low,4,4,7,5,10,1.7,Average,89.5,8.97,Good,Low
STU01539,23,Male,CSE,2nd Year,4.7,7.5,5.3,Medium,5,3,4,5,8,1.2,Good,84.5,8.24,Poor,Low
STU01540,22,Male,AIML,3rd Year,8.0,5.9,2.6,Low,7,2,6,6,6,1.8,Average,89.2,8.01,Average,Low
STU01541,21,Male,CSE,4th Year,5.1,6.8,4.5,High,8,9,8,10,5,1.6,Average,84.6,8.29,Average,Medium
STU01542,19,Male,CSE,1st Year,6.9,5.1,5.6,High,6,7,7,8,7,1.2,Poor,68.5,8.19,Poor,High
STU01543,18,Male,CIVIL,4th Year,6.4,7.1,4.1,Medium,6,6,5,5,6,1.4,Average,89.2,7.42,Average,Medium
STU01544,22,Male,Cyber,2nd Year,5.2,4.9,5.6,High,10,9,8,10,4,2.6,Poor,86.8,8.14,Good,High
STU01545,19,Male,AIML,1st Year,2.7,7.3,5.5,Medium,5,5,7,2,7,0.7,Good,83.7,7.86,Average,High
STU01546,22,Male,AIML,4th Year,4.7,6.8,3.7,Low,4,6,2,2,5,2.0,Good,69.9,8.34,Average,Low
STU01547,23,Female,CIVIL,1st Year,3.9,6.7,4.8,Low,6,3,4,5,9,2.3,Good,83.0,8.08,Good,Medium
STU01548,24,Male,AIML,3rd Year,4.1,7.6,6.3,High,7,6,6,10,3,1.2,Poor,83.7,8.03,Average,High
STU01549,21,Male,AIDS,3rd Year,5.3,6.6,5.2,Medium,3,3,5,4,6,1.4,Average,75.4,6.89,Good,Medium
STU01550,18,Male,AIML,2nd Year,2.0,7.7,4.9,High,4,2,4,6,6,1.8,Good,95.5,7.8,Good,Low
STU01551,20,Female,CSE,4th Year,3.6,6.2,3.1,High,6,6,6,9,3,1.2,Poor,84.0,8.04,Good,Medium
STU01552,24,Male,ECE,1st Year,3.1,7.5,4.0,Low,3,2,2,3,9,2.2,Good,85.2,9.43,Good,Low
STU01553,22,Female,CSE,4th Year,4.9,6.9,7.8,High,7,8,10,7,5,0.8,Poor,75.0,7.6,Good,High
STU01554,22,Female,ECE,1st Year,3.3,8.3,2.8,Low,4,2,1,6,10,3.0,Poor,89.9,7.93,Good,Low
STU01555,21,Male,AIML,1st Year,3.7,6.5,3.7,Low,4,1,2,3,4,1.3,Average,82.8,7.99,Good,Low
STU01556,19,Female,AIDS,2nd Year,5.1,8.3,4.4,Medium,5,3,5,6,6,2.5,Average,74.9,7.56,Poor,Medium
STU01557,25,Male,AIDS,4th Year,4.0,6.5,4.3,Medium,4,3,4,1,8,2.1,Poor,82.9,8.84,Good,Low
STU01558,24,Male,AIDS,1st Year,4.9,6.4,4.1,Low,5,5,5,6,8,1.7,Average,84.8,8.11,Good,Low
STU01559,25,Male,CSE,4th Year,3.4,5.7,9.2,High,10,8,9,9,2,1.7,Poor,85.4,7.96,Average,High
STU01560,24,Male,ECE,1st Year,3.5,7.7,5.7,Medium,6,7,4,4,5,0.6,Good,86.9,7.77,Good,Medium
STU01561,20,Female,CIVIL,2nd Year,8.5,6.2,3.3,Low,4,4,2,2,6,2.0,Average,97.3,9.1,Average,Medium
STU01562,20,Female,AIML,2nd Year,3.3,8.6,2.0,Low,1,1,1,3,10,1.7,Good,79.0,7.42,Average,Medium
STU01563,19,Female,AIML,1st Year,1.0,7.7,4.2,Low,1,1,1,6,8,1.9,Good,86.9,8.26,Good,Low
STU01564,25,Male,AIDS,4th Year,5.5,6.7,3.5,Medium,5,3,5,3,7,1.4,Good,100.0,8.57,Average,Medium
STU01565,22,Female,CSE,2nd Year,3.6,8.1,7.4,Low,4,4,3,2,7,1.2,Average,78.9,7.85,Average,Low
STU01566,21,Male,ECE,3rd Year,5.4,6.2,5.6,High,6,4,5,6,8,0.7,Average,76.9,8.15,Average,Low
STU01567,25,Male,AIDS,3rd Year,4.3,9.0,3.9,Low,3,1,1,3,8,2.5,Good,90.1,8.79,Good,Low
STU01568,22,Male,CSE,2nd Year,6.0,6.7,5.4,High,6,5,6,8,8,1.5,Average,98.6,8.74,Average,High
STU01569,25,Female,Cyber,3rd Year,5.1,6.4,7.6,High,7,7,8,10,3,1.0,Poor,72.0,7.88,Good,High
STU01570,25,Female,ECE,4th Year,5.0,7.3,3.5,High,7,6,9,10,5,1.3,Poor,79.2,7.65,Good,High
STU01571,18,Male,AIML,3rd Year,6.6,8.0,2.0,Low,1,2,2,5,7,2.4,Good,93.7,9.13,Good,Medium
STU01572,20,Female,AIDS,3rd Year,1.0,8.3,5.8,Low,2,1,4,4,7,1.6,Good,70.2,7.08,Good,Medium
STU01573,23,Female,CSE,3rd Year,2.4,5.5,6.4,Low,3,5,1,6,10,3.0,Poor,85.7,7.65,Good,Medium
STU01574,24,Female,AIML,3rd Year,3.6,6.3,3.7,Medium,7,6,7,4,7,2.0,Average,76.9,7.0,Average,Medium
STU01575,19,Female,AIDS,2nd Year,1.6,7.8,2.0,Low,4,5,3,6,9,3.0,Good,92.9,8.5,Good,Medium
STU01576,20,Female,CSE,3rd Year,4.6,6.8,6.9,High,10,6,10,4,2,0.7,Poor,88.3,7.72,Average,High
STU01577,22,Female,AIDS,2nd Year,4.0,7.5,5.9,Medium,6,6,4,5,5,1.6,Good,79.0,8.59,Poor,Low
STU01578,24,Female,CSE,3rd Year,6.7,7.5,5.3,High,8,6,5,7,8,0.9,Good,79.8,8.21,Average,High
STU01579,18,Male,Cyber,4th Year,5.2,6.9,6.6,High,10,7,7,8,4,0.8,Poor,95.0,7.27,Good,High
STU01580,22,Female,CSE,4th Year,4.6,7.2,2.8,Medium,7,4,7,5,8,1.2,Poor,76.4,7.92,Poor,Low
STU01581,20,Male,ECE,4th Year,4.4,4.7,5.1,Medium,6,4,4,2,6,3.0,Poor,69.5,6.62,Average,Medium
STU01582,19,Female,AIDS,3rd Year,2.9,8.5,4.2,High,3,1,3,10,7,1.4,Good,96.4,7.94,Average,High
STU01583,22,Male,AIDS,3rd Year,6.3,6.8,3.3,Medium,3,1,3,5,10,1.9,Average,87.8,7.14,Average,Medium
STU01584,21,Male,CIVIL,1st Year,7.0,7.4,2.2,Low,4,2,3,4,8,0.9,Poor,87.0,8.42,Poor,Low
STU01585,23,Male,ECE,2nd Year,3.4,5.8,7.9,High,10,10,9,9,2,1.0,Poor,90.0,7.15,Good,Medium
STU01586,20,Male,AIDS,1st Year,8.1,6.5,6.9,High,6,4,8,10,3,0.8,Poor,67.9,7.68,Average,High
STU01587,24,Male,Cyber,1st Year,3.9,5.7,4.4,Medium,7,5,7,8,7,1.9,Poor,79.2,7.25,Poor,Medium
STU01588,18,Male,CIVIL,4th Year,3.4,5.6,4.1,Low,2,3,4,1,8,0.9,Poor,76.5,7.69,Average,Low
STU01589,24,Male,ECE,4th Year,6.1,5.4,5.4,High,6,7,9,10,4,1.1,Poor,80.6,8.09,Average,Medium
STU01590,18,Male,CIVIL,2nd Year,5.7,8.3,3.3,Low,1,3,2,2,10,1.0,Good,83.7,7.56,Good,Low
STU01591,23,Female,AIML,1st Year,4.5,6.4,4.4,Low,2,3,2,4,9,1.8,Good,79.7,8.59,Average,Medium
STU01592,20,Female,Cyber,3rd Year,4.2,6.3,5.4,Low,3,3,3,2,7,1.5,Average,90.4,7.67,Poor,Low
STU01593,21,Female,AIDS,2nd Year,7.6,6.1,8.4,High,10,8,10,6,4,0.5,Average,73.3,6.49,Good,High
STU01594,18,Male,CSE,4th Year,4.4,4.8,8.3,High,10,8,9,9,4,0.6,Poor,63.4,7.85,Average,High
STU01595,23,Male,CSE,4th Year,4.8,6.6,4.6,Medium,5,6,4,1,7,2.2,Average,74.5,8.69,Poor,Low
STU01596,19,Female,CIVIL,2nd Year,7.9,7.2,8.3,Low,3,6,5,2,7,2.9,Average,86.7,8.0,Good,Low
STU01597,23,Male,Cyber,1st Year,2.2,8.0,5.7,Low,1,1,4,6,10,2.3,Good,76.0,7.88,Good,Low
STU01598,23,Male,CSE,1st Year,4.2,5.8,4.4,High,5,2,6,5,5,1.0,Average,83.5,7.74,Good,Low
STU01599,24,Female,AIML,1st Year,6.9,6.8,5.5,Low,7,6,8,1,7,1.5,Poor,92.0,7.62,Average,Low
STU01600,23,Female,AIML,2nd Year,6.1,6.7,3.3,High,8,8,6,6,5,1.0,Poor,83.8,7.42,Average,Medium
STU01601,20,Male,ECE,1st Year,6.8,5.2,6.1,High,8,9,5,7,5,1.7,Poor,72.9,7.91,Average,High
STU01602,23,Female,CIVIL,1st Year,2.6,7.1,7.2,High,7,6,6,5,8,1.7,Average,85.1,9.03,Poor,Low
STU01603,24,Male,CIVIL,2nd Year,5.7,5.8,9.3,High,9,8,6,5,5,0.4,Average,69.5,7.48,Average,High
STU01604,20,Female,ECE,1st Year,4.3,7.3,4.4,Medium,4,6,4,5,8,2.3,Average,86.2,8.69,Good,High
STU01605,18,Male,ECE,3rd Year,9.2,7.2,6.1,High,9,8,4,6,6,1.8,Poor,77.0,8.12,Good,High
STU01606,25,Male,AIML,1st Year,6.3,6.9,5.5,Low,4,5,3,1,6,2.5,Poor,76.0,7.15,Average,Low
STU01607,19,Female,AIDS,4th Year,5.1,7.4,8.2,Low,8,4,4,5,7,1.1,Poor,84.9,7.81,Average,Low
STU01608,22,Male,CSE,1st Year,5.6,7.3,4.3,High,8,6,6,7,7,1.5,Good,64.5,7.59,Good,Medium
STU01609,19,Female,CSE,1st Year,5.1,7.6,8.7,Medium,3,5,5,5,5,0.8,Poor,72.2,8.61,Average,Low
STU01610,19,Male,CIVIL,1st Year,6.5,6.7,5.5,Medium,6,6,7,6,7,1.2,Poor,69.9,8.48,Poor,High
STU01611,24,Female,AIDS,3rd Year,3.1,8.7,2.3,Low,2,2,4,7,7,2.3,Good,85.0,8.5,Poor,Low
STU01612,19,Female,AIML,1st Year,7.2,7.7,3.8,Low,1,5,4,2,8,1.5,Poor,97.2,9.15,Good,Low
STU01613,23,Male,ECE,2nd Year,2.5,5.4,3.9,Low,6,3,3,1,6,1.8,Average,89.2,7.86,Good,Medium
STU01614,23,Female,Cyber,1st Year,5.0,6.9,4.4,Low,6,4,3,5,10,2.1,Average,89.3,9.01,Poor,Low
STU01615,18,Male,AIML,4th Year,3.4,6.8,2.7,Low,5,4,5,5,6,1.4,Average,84.3,8.03,Poor,Medium
STU01616,19,Male,AIML,1st Year,5.0,6.9,5.0,Low,6,3,5,7,8,2.4,Good,83.6,8.64,Good,Low
STU01617,24,Male,CSE,2nd Year,7.1,6.4,7.2,High,10,6,8,8,5,0.9,Poor,87.1,8.37,Average,High
STU01618,22,Female,Cyber,4th Year,2.0,6.0,7.3,High,7,3,6,6,5,1.5,Poor,66.8,7.97,Good,High
STU01619,18,Female,Cyber,1st Year,5.0,8.0,7.0,High,8,7,7,5,7,0.3,Poor,83.5,7.24,Poor,High
STU01620,25,Female,Cyber,1st Year,2.5,6.5,7.3,Medium,6,5,6,5,5,1.7,Average,76.6,7.43,Good,Medium
STU01621,20,Female,CSE,4th Year,4.4,7.1,3.9,Medium,6,3,6,10,5,1.4,Average,88.4,8.52,Good,High
STU01622,18,Female,CIVIL,2nd Year,2.4,6.1,5.8,High,8,3,5,9,7,2.0,Poor,85.5,8.28,Good,High
STU01623,25,Male,ECE,1st Year,5.5,5.5,3.0,High,8,7,6,9,2,0.5,Poor,84.6,7.85,Average,High
STU01624,18,Female,CIVIL,2nd Year,4.5,6.0,6.1,High,9,7,8,7,7,1.3,Poor,89.3,7.46,Good,Medium
STU01625,22,Female,CSE,1st Year,6.3,6.9,5.6,High,5,3,4,3,7,0.3,Good,71.6,8.02,Average,Medium
STU01626,25,Male,ECE,4th Year,6.8,7.6,4.3,Low,1,1,1,6,7,2.4,Good,97.5,8.47,Poor,Medium
STU01627,22,Female,AIDS,3rd Year,4.6,9.0,2.0,Low,3,1,1,3,8,2.0,Good,89.2,8.3,Average,Low
STU01628,22,Male,AIML,3rd Year,6.5,6.9,4.4,Medium,4,5,7,3,4,1.8,Average,79.8,9.14,Good,Medium
STU01629,21,Male,CSE,1st Year,6.9,8.0,2.8,Low,2,1,1,1,10,2.0,Good,100.0,8.59,Average,Low
STU01630,19,Male,AIML,3rd Year,3.8,6.5,6.3,High,10,6,10,5,1,0.3,Poor,79.5,7.61,Good,High
STU01631,22,Male,AIML,3rd Year,7.7,6.3,6.7,Medium,5,5,4,8,6,1.1,Poor,76.0,7.91,Average,Medium
STU01632,25,Male,Cyber,1st Year,4.8,7.6,4.3,Medium,4,5,5,5,7,1.8,Average,92.5,7.52,Average,Medium
STU01633,18,Female,AIML,4th Year,3.0,6.3,4.3,Low,6,3,3,5,7,2.2,Good,86.6,7.48,Poor,Low
STU01634,25,Female,AIML,3rd Year,5.8,5.1,5.5,High,8,7,7,7,5,1.3,Poor,73.9,7.55,Good,High
STU01635,21,Male,ECE,4th Year,4.6,7.5,5.6,Low,2,2,3,2,9,1.4,Good,82.2,7.14,Poor,Medium
STU01636,22,Male,CSE,1st Year,2.2,7.2,5.8,Low,4,2,3,1,10,2.9,Good,89.0,9.14,Average,Low
STU01637,19,Male,AIML,1st Year,2.8,6.5,4.1,Low,3,2,2,2,6,2.0,Average,80.5,7.81,Average,Low
STU01638,22,Male,ECE,3rd Year,8.0,6.8,9.0,Medium,3,2,6,3,6,1.1,Poor,82.7,7.8,Average,Medium
STU01639,19,Female,CSE,4th Year,5.7,6.6,4.8,High,8,8,9,4,4,1.5,Poor,86.3,8.5,Average,High
STU01640,20,Male,AIML,2nd Year,8.0,5.5,7.6,High,7,7,8,9,5,1.2,Poor,77.5,7.61,Poor,High
STU01641,23,Female,CSE,1st Year,4.5,5.8,4.9,High,8,7,7,7,3,1.0,Average,93.1,8.07,Average,High
STU01642,18,Female,CSE,4th Year,3.6,7.0,6.2,Medium,5,5,5,8,6,1.3,Good,82.1,7.54,Good,Low
STU01643,21,Female,Cyber,1st Year,2.2,5.3,7.0,High,9,7,9,9,4,1.7,Poor,88.2,7.58,Poor,High
STU01644,22,Female,CSE,2nd Year,6.6,6.6,3.3,Low,4,2,2,3,8,2.7,Good,92.8,8.83,Average,Low
STU01645,19,Male,AIML,3rd Year,5.3,8.3,3.4,Low,1,1,2,2,9,1.0,Good,100.0,8.15,Average,Medium
STU01646,20,Female,CIVIL,1st Year,4.1,7.1,7.0,Medium,5,3,3,6,8,2.4,Poor,100.0,8.53,Average,Low
STU01647,20,Female,CIVIL,1st Year,3.4,6.8,3.4,Low,4,7,4,6,7,1.8,Average,71.5,6.63,Good,Medium
STU01648,23,Female,CSE,1st Year,6.9,6.3,5.2,Medium,6,5,3,4,6,1.9,Good,87.0,8.94,Average,Medium
STU01649,25,Female,AIML,4th Year,4.4,6.4,4.8,Low,4,3,3,4,8,2.6,Poor,85.4,7.89,Average,Low
STU01650,24,Female,Cyber,2nd Year,4.6,6.9,4.7,Low,6,6,7,1,6,0.2,Average,85.0,8.01,Good,Low
STU01651,19,Female,AIDS,3rd Year,4.1,8.3,3.5,Medium,6,7,5,5,6,1.7,Poor,76.0,7.59,Average,High
STU01652,18,Male,AIDS,4th Year,4.7,6.4,7.8,High,9,6,10,10,3,1.6,Poor,69.9,6.77,Good,Medium
STU01653,18,Female,CSE,3rd Year,5.6,6.5,3.7,Low,2,1,4,1,9,1.7,Average,81.0,7.84,Good,Low
STU01654,22,Female,CSE,2nd Year,2.1,8.1,5.5,Low,3,2,4,6,9,1.2,Average,88.6,8.49,Poor,Low
STU01655,19,Male,AIML,2nd Year,4.9,6.6,4.8,Medium,6,4,2,4,10,2.7,Poor,93.0,8.56,Average,Medium
STU01656,19,Female,AIDS,2nd Year,6.9,6.4,6.0,Medium,7,6,5,4,6,0.3,Average,74.6,7.24,Average,Low
STU01657,24,Male,CIVIL,3rd Year,4.8,6.4,5.5,Low,4,4,4,4,7,1.8,Poor,80.3,8.25,Average,Medium
STU01658,24,Female,CSE,4th Year,6.7,9.0,3.3,Low,4,3,4,9,6,2.3,Good,79.7,8.49,Average,Low
STU01659,24,Male,ECE,4th Year,7.6,5.4,7.9,High,9,8,7,10,6,1.5,Average,70.8,7.53,Average,High
STU01660,20,Male,CSE,2nd Year,6.9,6.6,5.6,Medium,7,4,6,6,4,1.5,Poor,75.8,6.97,Average,Medium
STU01661,22,Female,ECE,2nd Year,4.0,6.2,4.7,Medium,5,4,4,6,4,1.4,Poor,84.8,7.88,Average,Medium
STU01662,22,Male,CIVIL,4th Year,4.7,7.9,6.1,Low,5,1,3,3,7,2.0,Good,95.7,8.47,Average,Low
STU01663,19,Male,Cyber,1st Year,5.7,6.9,5.8,Medium,5,4,6,4,6,1.0,Poor,71.2,7.74,Good,Low
STU01664,22,Male,CSE,4th Year,4.1,8.1,4.7,Low,3,4,8,3,5,1.3,Good,82.8,7.62,Good,Medium
STU01665,22,Male,ECE,1st Year,4.0,7.6,5.5,Medium,4,5,4,4,6,1.6,Good,92.5,8.3,Poor,Low
STU01666,21,Female,AIML,3rd Year,3.9,6.5,5.6,Medium,5,3,3,7,7,0.8,Poor,74.9,8.63,Good,Low
STU01667,24,Female,AIDS,4th Year,9.8,8.9,5.9,High,7,8,6,5,5,1.5,Poor,88.0,7.54,Average,High
STU01668,23,Male,AIML,2nd Year,4.6,7.2,6.6,Medium,4,7,7,4,8,0.0,Poor,77.4,7.62,Good,Medium
STU01669,22,Female,AIDS,1st Year,7.2,5.7,4.5,High,9,7,8,2,3,1.3,Poor,83.0,9.26,Average,Medium
STU01670,23,Male,AIML,4th Year,3.8,6.3,6.7,Medium,9,7,7,6,7,1.3,Poor,74.2,7.57,Good,Low
STU01671,24,Female,CSE,2nd Year,8.2,7.1,6.7,High,7,5,6,6,5,0.9,Poor,83.6,7.27,Poor,High
STU01672,22,Male,AIML,2nd Year,4.2,7.6,5.6,Low,5,5,3,3,8,1.0,Average,97.2,7.91,Average,Low
STU01673,20,Male,CSE,2nd Year,5.4,6.7,3.2,Medium,6,5,8,3,5,0.9,Poor,76.3,7.18,Good,Medium
STU01674,24,Male,AIML,2nd Year,1.8,7.4,5.5,High,8,8,10,6,3,1.7,Average,87.9,7.9,Average,Medium
STU01675,23,Female,ECE,3rd Year,7.7,6.1,6.0,High,10,10,10,5,1,0.8,Poor,72.5,7.4,Poor,High
STU01676,25,Male,CSE,1st Year,7.5,5.9,7.2,High,8,4,6,6,5,0.8,Average,74.3,7.53,Good,Medium
STU01677,19,Male,CSE,2nd Year,3.0,8.3,5.3,Medium,8,5,6,4,7,1.3,Poor,77.7,8.6,Good,Medium
STU01678,21,Female,CSE,4th Year,7.2,8.4,7.0,High,7,6,4,10,4,1.5,Poor,79.0,7.97,Good,High
STU01679,25,Female,CSE,1st Year,2.6,7.6,3.5,Medium,4,4,6,7,5,1.7,Average,71.2,7.47,Good,Medium
STU01680,22,Male,AIDS,2nd Year,6.1,7.0,5.5,High,6,5,6,10,7,1.0,Average,86.8,7.42,Good,Medium
STU01681,25,Female,CIVIL,3rd Year,4.6,6.7,5.5,Medium,5,5,5,8,6,1.5,Average,85.9,7.36,Poor,High
STU01682,18,Female,CSE,4th Year,7.5,6.2,9.3,High,9,8,8,7,6,1.8,Average,86.2,7.26,Good,High
STU01683,18,Male,AIDS,3rd Year,5.7,6.0,7.8,High,10,7,8,6,3,1.4,Poor,88.2,7.59,Good,High
STU01684,24,Female,AIDS,4th Year,6.8,4.7,6.9,High,6,9,7,7,3,1.6,Poor,88.2,7.5,Good,High
STU01685,20,Male,CIVIL,1st Year,7.1,8.4,7.4,Medium,5,5,5,8,8,2.6,Good,79.3,8.56,Average,Medium
STU01686,22,Female,AIML,2nd Year,4.4,8.0,5.3,Low,6,2,5,9,9,1.7,Poor,80.3,7.64,Poor,Medium
STU01687,21,Male,AIML,4th Year,4.6,6.0,3.9,Low,4,5,1,6,8,1.5,Average,94.7,8.86,Good,Medium
STU01688,21,Female,Cyber,4th Year,3.4,6.7,6.4,High,7,9,9,8,2,0.5,Good,77.6,7.6,Average,Medium
STU01689,25,Male,AIDS,3rd Year,4.3,7.1,5.1,Medium,2,4,5,8,6,1.8,Good,84.3,8.41,Poor,High
STU01690,18,Male,AIDS,2nd Year,8.7,6.1,2.5,High,8,7,7,9,5,0.4,Poor,70.6,8.21,Good,Medium
STU01691,24,Female,Cyber,2nd Year,6.4,7.1,5.5,Medium,4,3,7,8,5,1.2,Average,76.5,8.95,Average,Medium
STU01692,25,Male,AIML,1st Year,3.2,5.1,5.8,Medium,6,3,5,5,8,1.6,Poor,85.3,7.31,Average,Medium
STU01693,23,Female,AIDS,4th Year,7.9,6.9,4.9,Medium,6,4,6,2,8,2.2,Poor,66.9,8.41,Poor,High
STU01694,21,Female,AIDS,4th Year,5.5,7.3,2.5,High,6,5,4,3,8,0.9,Poor,66.8,8.23,Poor,High
STU01695,19,Female,AIML,2nd Year,6.3,7.4,4.1,Low,3,3,2,4,5,1.9,Good,91.9,8.94,Good,Low
STU01696,23,Male,ECE,2nd Year,6.3,4.6,4.8,High,9,10,9,5,2,0.9,Poor,70.0,7.44,Average,High
STU01697,21,Female,AIML,2nd Year,5.8,7.1,7.6,Medium,7,7,7,7,5,1.5,Average,85.2,8.61,Poor,Medium
STU01698,19,Male,Cyber,1st Year,1.7,7.1,5.9,High,7,7,6,9,3,1.2,Poor,89.5,6.8,Average,High
STU01699,20,Male,Cyber,3rd Year,7.3,6.4,3.8,High,10,9,7,7,4,1.0,Poor,67.7,6.95,Poor,Medium
STU01700,25,Female,AIDS,3rd Year,1.0,6.8,4.6,Medium,5,6,4,7,7,2.4,Average,70.5,7.41,Poor,Low
STU01701,20,Female,CIVIL,1st Year,6.9,9.0,6.7,High,6,5,9,6,3,2.0,Poor,77.9,7.81,Average,High
STU01702,19,Male,Cyber,3rd Year,5.2,5.9,5.5,Medium,6,4,5,9,7,2.7,Poor,76.3,7.89,Average,Low
STU01703,23,Male,AIML,4th Year,6.2,8.1,3.0,Low,3,3,4,5,8,1.9,Average,87.0,7.95,Average,Low
STU01704,19,Female,AIML,1st Year,5.2,7.1,4.2,Medium,6,1,5,1,7,1.3,Poor,87.1,7.49,Average,Medium
STU01705,25,Female,CSE,2nd Year,7.0,8.3,5.4,High,7,6,6,8,6,0.8,Average,82.0,7.5,Average,High
STU01706,24,Male,AIML,2nd Year,4.9,7.4,4.2,Low,5,5,5,8,6,1.4,Good,84.6,7.14,Average,Low
STU01707,25,Female,CSE,1st Year,5.4,7.5,3.3,Low,4,4,4,4,9,2.0,Poor,91.9,7.97,Poor,Low
STU01708,25,Male,Cyber,3rd Year,5.7,7.4,5.0,Medium,4,5,5,3,6,2.0,Poor,88.1,8.03,Poor,Medium
STU01709,19,Male,CSE,3rd Year,8.9,4.7,5.4,High,10,8,8,5,5,1.1,Poor,71.0,7.66,Poor,High
STU01710,19,Female,AIML,1st Year,5.6,7.0,4.8,Low,1,1,1,6,8,1.8,Average,95.3,8.69,Average,Low
